@relation weka_SO_comments_model

@attribute text string
@attribute @@class@@ {good,bad}

@data
'I assume he\'s referring to the dialog box that pops up when you open any version of SSMS.',good
'it seem to be those Microsoft xml powershell script files are deleted or damaged! you might have a virus or a problem in your computer',good
'you should always use OR which is faster Hmm, i wonder if this is true. so let\'s check that vl.orgQSAAvldtabs vl.orgPdjJPvldtabs The number of opcodes is the same. So it doesn\'t matter performance wise.',good
'Use suggestions from Williams link - might have to adjust for non SQL Server - you didn\'t say what SQL you\'re using',good
'added run count and exit logic to my answer',good
'one murky way is to define a with multiple properties - one for each page store that object in and perform readwrite in the page with the property relevant to that page',good
'What\'s your motivation? It\'s hard to imagine a case where this is good practice.',good
'For the purpose of sharing information. I have also tried using custom open-source toolchains, uploading through Application Loader and iTunes Transporter command-line. None of these worked unfortunately. Will update if I find a way.',good
'doing start a thread to do the work while the users can go off and do more work is very risky thing in asp.net. You really should not do work that survives the page lifecycle from inside the website. Either use a framework that reduces the risk, like hangfire.io or write a external program or service that can run on the server that runs outside of IIS to do the long running work.',good
'How are you creating the value? Please edit your question to include the code that creates the value.',good
